,Player_name,Player_ID,Season_start,Season_end
3689,Stanley Roberts,roberst01,1992,2000
3690,Alvin Robertson,roberal01,1985,1996
3691,Oscar Robertson,roberos01,1961,1974
3692,Ryan Robertson,roberry01,2000,2000
3693,Tony Robertson,roberto01,1978,1979
3694,Rick Robey,robeyri01,1979,1986
3695,Bernard Robinson,robinbe01,2005,2007
3696,Chris Robinson,robinch01,1997,1998
3697,Cliff Robinson,robincl01,1980,1992
3698,Clifford Robinson,robincl02,1990,2007
3699,David Robinson,robinda01,1990,2003
3700,Devin Robinson,robinde01,2018,2019
3701,Duncan Robinson,robindu01,2019,2021
3702,Eddie Robinson,robined01,2000,2004
3703,Flynn Robinson,robinfl01,1967,1974
3704,Glenn Robinson,robingl01,1995,2005
3705,Glenn Robinson,robingl02,2015,2021
3706,Jackie Robinson,robinja01,1979,1982
3707,Jamal Robinson,robinja03,2001,2001
3708,James Robinson,robinja02,1994,2001
3709,Jerome Robinson,robinje01,2019,2021
3710,Justin Robinson,robinju01,2020,2021
3711,Larry Robinson,robinla01,1991,2002
3712,Mitchell Robinson,robinmi01,2019,2021
3713,Nate Robinson,robinna01,2006,2016
3714,Oliver Robinson,robinol01,1983,1983
3715,Ronnie Robinson,robinro01,1974,1975
3716,Rumeal Robinson,robinru01,1991,1997
3717,Samuel Robinson,robinsa01,1971,1972
3718,Thomas Robinson,robinth01,2013,2017
3719,Truck Robinson,robintr01,1975,1985
3720,Wayne Robinson,robinwa01,1981,1981
3721,Wilbert Robinson,robinwi01,1974,1974
3722,Bill Robinzine,robinbi01,1976,1982
3723,Dave Robisch,robisda01,1972,1984
3724,Isaiah Roby,robyis01,2020,2021
3725,Red Rocha,rochare01,1948,1957
3726,John Roche,rochejo01,1972,1982
3727,Gene Rock,rockge01,1948,1948
3728,Jack Rocker,rockeja01,1948,1948
3729,Guy Rodgers,rodgegu01,1959,1970
3730,Dennis Rodman,rodmade01,1987,2000
3731,Sergio Rodríguez,rodrise01,2007,2017
3732,Lou Roe,roelo01,1996,1997
3733,Carlos Rogers,rogerca01,1995,2002
3734,Harry Rogers,rogerha01,1976,1976
3735,Johnny Rogers,rogerjo01,1987,1988
3736,Marshall Rogers,rogerma01,1977,1977
3737,Rodney Rogers,rogerro01,1994,2005
3738,Roy Rogers,rogerro02,1997,2000
3739,Willie Rogers,rogerwi01,1969,1969
3740,Al Roges,rogesal01,1954,1955
3741,Ken Rohloff,rohloke01,1964,1964
3742,Kenny Rollins,rollike01,1949,1953
3743,Phil Rollins,rolliph01,1959,1961
3744,Tree Rollins,rollitr01,1978,1995
3745,Lorenzo Romar,romarlo01,1981,1985
3746,Rajon Rondo,rondora01,2007,2021
3747,Jerry Rook,rookje01,1970,1970
3748,Sean Rooks,rooksse01,1993,2004
3749,Derrick Rose,rosede01,2009,2021
3750,Jalen Rose,roseja01,1995,2007
3751,Malik Rose,rosema01,1997,2009
3752,Rob Rose,rosero01,1989,1989
3753,Petey Rosenberg,rosenpe01,1947,1947
3754,Lennie Rosenbluth,rosenle01,1958,1959
3755,Hank Rosenstein,rosenha01,1947,1947
3756,Dick Rosenthal,rosendi01,1955,1957
3757,Quinton Ross,rossqu01,2005,2011
3758,Terrence Ross,rosste01,2013,2021
3759,Doug Roth,rothdo01,1990,1990
3760,Scott Roth,rothsc01,1988,1990
3761,Irv Rothenberg,rotheir01,1947,1949
3762,Mickey Rottner,rottnmi01,1947,1948
3763,Dan Roundfield,roundda01,1976,1987
3764,Giff Roux,rouxgi01,1947,1949
3765,Ron Rowan,rowanro01,1987,1987
3766,Curtis Rowe,rowecu01,1972,1979
3767,Jim Rowinski,rowinji01,1989,1990
3768,Derrick Rowland,rowlade01,1986,1986
3769,Brian Rowsom,rowsobr01,1988,1990
3770,Brandon Roy,roybr01,2007,2013
3771,Donald Royal,royaldo01,1990,1998
3772,Reggie Royals,royalre01,1975,1975
3773,Bob Royer,royerbo01,1950,1950
3774,Clifford Rozier,roziecl01,1995,1998
3775,Terry Rozier,roziete01,2016,2021
3776,Ricky Rubio,rubiori01,2012,2021
3777,Guy Rucker,ruckegu01,2003,2003
3778,Delaney Rudd,ruddde01,1990,1993
3779,John Rudd,ruddjo01,1979,1979
3780,Damjan Rudež,rudezda01,2015,2017
3781,John Rudometkin,rudomjo01,1963,1965
3782,Michael Ruffin,ruffimi01,2000,2009
3783,Trevor Ruffin,ruffitr01,1995,1996
3784,Paul Ruffner,ruffnpa01,1971,1976
3785,Joe Ruklick,ruklijo01,1960,1962
3786,Jeff Ruland,rulanje01,1982,1993
3787,Bob Rule,rulebo01,1968,1975
3788,Jerry Rullo,rulloje01,1947,1950
3789,Stefano Rusconi,ruscost01,1996,1996
3790,Brandon Rush,rushbr01,2009,2017
3791,Kareem Rush,rushka01,2003,2010
3792,Bill Russell,russebi01,1957,1969
3793,Bryon Russell,russebr01,1994,2006
3794,Campy Russell,russeca02,1975,1985
3795,Cazzie Russell,russeca01,1967,1978
3796,D'Angelo Russell,russeda01,2016,2021
3797,Frank Russell,russefr01,1973,1973
3798,Pierre Russell,russepi01,1972,1973
3799,Rubin Russell,russeru01,1968,1968
3800,Walker Russell,russewa01,1983,1988
3801,Walker Russell,russewa02,2012,2012
3802,Arvydas Sabonis,sabonar01,1996,2003
3803,Domantas Sabonis,sabondo01,2017,2021
3804,Robert Sacre,sacrero01,2013,2016
3805,Ed Sadowski,sadowed01,1947,1950
3806,Kenny Sailors,sailoke01,1947,1951
3807,John Salley,sallejo01,1987,2000
3808,John Salmons,salmojo01,2003,2015
3809,Al Salvadori,salvaal01,1968,1968
3810,Kevin Salvadori,salvake01,1997,1998
3811,Soumaila Samake,samakso01,2001,2003
3812,Luka Šamanić,samanlu01,2020,2021
3813,Cheikh Samb,sambch01,2008,2009
3814,Brandon Sampson,sampsbr01,2019,2019
3815,JaKarr Sampson,sampsja02,2015,2021
3816,Jamal Sampson,sampsja01,2003,2007
3817,Ralph Sampson,sampsra01,1984,1992
3818,Samardo Samuels,samuesa01,2011,2013
3819,Pepe Sánchez,sanchpe01,2001,2003
3820,Al Sanders,sandeal01,1973,1973
3821,Frankie Sanders,sandefr01,1979,1981
3822,Jeff Sanders,sandeje01,1990,1993
3823,Larry Sanders,sandela01,2011,2017
3824,Melvin Sanders,sandeme01,2006,2006
3825,Mike Sanders,sandemi01,1983,1993
3826,Tom Sanders,sandeto01,1961,1973
3827,Ron Sanford,sanforo01,1972,1972
3828,Daniel Santiago,santida01,2001,2005
3829,Bob Santini,santibo01,1956,1956
3830,Wayne Sappleton,sapplwa01,1985,1985
3831,Dario Šarić,saricda01,2017,2021
3832,Jason Sasser,sasseja01,1997,1999
3833,Jeryl Sasser,sasseje01,2002,2003
3834,Tomáš Satoranský,satorto01,2017,2021
3835,Kenny Satterfield,satteke01,2002,2003
3836,Pep Saul,saulpe01,1950,1955
3837,Woody Sauldsberry,sauldwo01,1958,1966
3838,Glynn Saulters,saultgl01,1969,1969
3839,Fred Saunders,saundfr01,1975,1978
3840,Don Savage,savagdo01,1952,1957
3841,Predrag Savović,savovpr01,2003,2003
3842,Alan Sawyer,sawyeal01,1951,1951
3843,Brian Scalabrine,scalabr01,2002,2012
3844,Alex Scales,scaleal01,2006,2006
3845,DeWayne Scales,scalede01,1981,1984
3846,Frank Schade,schadfr01,1973,1973
3847,Ben Schadler,schadbe01,1948,1948
3848,Herm Schaefer,schaehe01,1949,1950
3849,Billy Schaeffer,schaebi01,1974,1976
3850,Bob Schafer,schafbo01,1956,1957
3851,Ben Scharnus,scharbe01,1947,1949
3852,Marv Schatzman,schatma01,1950,1950
3853,Fred Schaus,schaufr01,1950,1954
3854,Danny Schayes,schayda01,1982,1999
3855,Dolph Schayes,schaydo01,1950,1964
3856,Ossie Schectman,schecos01,1947,1947
3857,Steve Scheffler,schefst01,1991,1997
3858,Tom Scheffler,schefto01,1985,1985
3859,Dave Schellhase,schelda01,1967,1968
3860,Luke Schenscher,schenlu01,2006,2007
3861,Herb Scherer,scherhe01,1951,1952
3862,Dwayne Schintzius,schindw01,1991,1999
3863,Dale Schlueter,schluda01,1969,1978
3864,Otto Schnellbacher,schneot01,1949,1949
3865,Dick Schnittker,schnidi01,1951,1958
3866,Russ Schoene,schoeru01,1983,1989
3867,Admiral Schofield,schofad01,2020,2020
3868,Dave Scholz,scholda01,1970,1970
3869,Milt Schoon,schoomi01,1947,1950
3870,Detlef Schrempf,schrede01,1986,2001
3871,Dennis Schröder,schrode01,2014,2021
3872,Howie Schultz,schulho01,1950,1953
3873,Dick Schulz,schuldi01,1947,1950
3874,Roger Schurig,schurro01,1968,1968
3875,John Schweitz,schwejo01,1985,1987
3876,Luis Scola,scolalu01,2008,2017
3877,Fred Scolari,scolafr01,1947,1955
3878,Alvin Scott,scottal01,1978,1985
3879,Brent Scott,scottbr01,1997,1997
3880,Byron Scott,scottby01,1984,1997
3881,Charlie Scott,scottch01,1971,1980
3882,Dennis Scott,scottde01,1991,2000
3883,James Scott,scottja01,1997,1997
3884,Mike Scott,scottmi01,2013,2021
3885,Ray Scott,scottra01,1962,1972
3886,Shawnelle Scott,scottsh01,1997,2002
3887,Willie Scott,scottwi01,1970,1970
3888,Paul Scranton,scranpa01,1968,1968
3889,Jay Scrubb,scrubja01,2021,2021
3890,Carey Scurry,scurrca01,1986,1988
3891,Bruce Seals,sealsbr01,1974,1978
3892,Shea Seals,sealssh01,1998,1998
3893,Malik Sealy,sealyma01,1993,2000
3894,Ed Searcy,searced01,1976,1976
3895,Kenny Sears,searske01,1956,1964
3896,Wayne See,seewa01,1950,1950
3897,Thabo Sefolosha,sefolth01,2007,2020
3898,Rony Seikaly,seikaro01,1989,1999
3899,Glen Selbo,selbogl01,1950,1950
3900,Josh Selby,selbyjo01,2012,2013
3901,Wayne Selden,seldewa01,2017,2019
3902,Brad Sellers,sellebr01,1987,1993
3903,Phil Sellers,selleph01,1977,1977
3904,Rollie Seltz,seltzro01,1950,1950
3905,Lester Selvage,selvale01,1968,1970
3906,Frank Selvy,selvyfr01,1955,1964
3907,Jim Seminoff,seminji01,1947,1950
3908,Mouhamed Sene,senesa01,2007,2009
3909,George Senesky,senesge01,1947,1954
3910,Kevin Séraphin,serapke01,2011,2017
3911,Ansu Sesay,sesayan01,2002,2005
3912,Ramon Sessions,sessira01,2008,2018
3913,Ha Seung-Jin,seungha01,2005,2006
3914,Tom Sewell,sewelto01,1985,1985
3915,Collin Sexton,sextoco01,2019,2021
3916,Paul Seymour,seymopa01,1948,1960
3917,Nick Shaback,shabani01,1947,1947
3918,Lynn Shackelford,shackly01,1970,1970
3919,Charles Shackleford,shackch01,1989,1999
3920,Carl Shaeffer,shaefca01,1950,1951
3921,Lee Shaffer,shaffle01,1962,1964
3922,Mustafa Shakur,shakumu01,2011,2014
3923,Landry Shamet,shamela01,2019,2021
3924,God Shammgod,shammgo01,1998,1998
3925,Earl Shannon,shannea01,1947,1949
3926,Howie Shannon,shannho01,1949,1950
3927,Chuck Share,sharech01,1952,1960
3928,Bill Sharman,sharmbi01,1951,1961
3929,Walter Sharpe,sharpwa01,2009,2009
3930,John Shasky,shaskjo01,1989,1991
3931,Ron Shavlik,shavlro01,1957,1958
3932,Brian Shaw,shawbr01,1989,2003
3933,Casey Shaw,shawca01,1999,1999
3934,Marial Shayok,shayoma01,2020,2020
3935,Bob Shea,sheabo01,1947,1947
3936,Fred Sheffield,shefffr01,1947,1947
3937,Craig Shelton,sheltcr01,1981,1982
3938,Lonnie Shelton,sheltlo01,1977,1986
3939,Tornike Shengelia,shengto01,2013,2014
3940,Billy Shepherd,shephbi01,1973,1975
3941,Jeff Sheppard,sheppje01,1999,1999
3942,Steve Sheppard,sheppst01,1978,1979
3943,Ed Sherod,sheroed01,1983,1983
3944,Charley Shipp,shippch01,1950,1950
3945,Paul Shirley,shirlpa01,2003,2005
3946,Gene Short,shortge01,1976,1976
3947,Purvis Short,shortpu01,1979,1990
3948,Dexter Shouse,shousde01,1990,1990
3949,Dick Shrider,shriddi01,1949,1949
3950,Gene Shue,shuege01,1955,1964
3951,John Shumate,shumajo01,1976,1981
3952,Iman Shumpert,shumpim01,2012,2021
3953,Alexey Shved,shvedal01,2013,2015
3954,Pascal Siakam,siakapa01,2017,2021
3955,Jordan Sibert,siberjo01,2019,2019
3956,Sam Sibert,sibersa01,1973,1973
3957,Mark Sibley,siblema01,1974,1974
3958,Jerry Sichting,sichtje01,1981,1990
3959,Donald Sidle,sidledo01,1969,1972
3960,Larry Siegfried,siegfla01,1964,1972
3961,Ralph Siewert,siewera01,1947,1947
3962,Jack Sikma,sikmaja01,1978,1991
3963,James Silas,silasja01,1973,1982
3964,Paul Silas,silaspa01,1965,1980
3965,Xavier Silas,silasxa01,2012,2018
3966,Garret Siler,silerga01,2011,2011
3967,Mike Silliman,sillimi01,1971,1971
3968,Chris Silva,silvach01,2020,2021
3969,Wayne Simien,simiewa01,2006,2007
3970,Ben Simmons,simmobe01,2018,2021
3971,Bobby Simmons,simmobo01,2002,2012
3972,Cedric Simmons,simmoce01,2007,2009
3973,Connie Simmons,simmoco01,1947,1956
3974,Grant Simmons,simmogr01,1968,1969
3975,Johnny Simmons,simmojo01,1947,1947
3976,Jonathon Simmons,simmojo02,2016,2019
3977,Kobi Simmons,simmoko01,2018,2019
3978,Lionel Simmons,simmoli01,1991,1997
3979,Miles Simon,simonmi01,1999,1999
3980,Walter Simon,simonwa01,1968,1974
3981,Anfernee Simons,simonan01,2019,2021
3982,Dickey Simpkins,simpkdi01,1995,2002
3983,Ralph Simpson,simpsra01,1971,1980
3984,Alvin Sims,simsal01,1999,1999
3985,Bob Sims,simsbo01,1962,1968
3986,Courtney Sims,simsco01,2008,2009
3987,Doug Sims,simsdo01,1969,1969
3988,Henry Sims,simshe01,2013,2016
3989,Scott Sims,simssc01,1978,1978
3990,Kyle Singler,singlky01,2013,2018
3991,Sean Singletary,singlse01,2009,2009
3992,Chris Singleton,singlch01,2012,2014
3993,James Singleton,singlja01,2006,2012
3994,McKinley Singleton,singlmc01,1987,1987
3995,Zeke Sinicola,sinicze01,1952,1954
3996,Deividas Sirvydis,sirvyde01,2021,2021
3997,Charlie Sitton,sittoch01,1985,1985
3998,Peyton Siva,sivape01,2014,2014
3999,Scott Skiles,skilesc01,1987,1996
4000,Al Skinner,skinnal01,1975,1980
4001,Brian Skinner,skinnbr01,1999,2012
4002,Tal Skinner,skinnta01,1975,1976
4003,Whitey Skoog,skoogwh01,1952,1957
4004,Jeff Slade,sladeje01,1963,1963
4005,Reggie Slater,slatere01,1995,2003
4006,Jim Slaughter,slaugji01,1952,1952
4007,Jose Slaughter,slaugjo01,1983,1983
4008,Tamar Slay,slayta01,2003,2005
4009,Donald Sloan,sloando01,2012,2016
4010,Jerry Sloan,sloanje01,1966,1976
4011,Uroš Slokar,slokaur01,2007,2007
4012,Tom Sluby,slubyto01,1985,1985
4013,Alen Smailagić,smailal01,2020,2021
4014,Keith Smart,smartke01,1989,1989
4015,Marcus Smart,smartma01,2015,2021
4016,Belus Smawley,smawlbe01,1947,1952
4017,Jack Smiley,smileja01,1949,1950
4018,Adrian Smith,smithad01,1962,1972
4019,Al Smith,smithal01,1972,1976
4020,Bill Smith,smithbi01,1962,1962
4021,Bingo Smith,smithbi02,1970,1980
4022,Bobby Smith,smithbo01,1960,1962
4023,Charles Smith,smithch01,1989,1997
4024,Charles Smith,smithch02,1990,1996
4025,Charles Smith,smithch04,1998,2006
4026,Chris Smith,smithch03,1993,1995
4027,Chris Smith,smithch05,2014,2014
4028,Clinton Smith,smithcl01,1987,1991
4029,Craig Smith,smithcr01,2007,2012
4030,Deb Smith,smithde01,1947,1947
4031,Dennis Smith,smithde03,2018,2021
4032,Derek Smith,smithde02,1983,1991
4033,Don Smith,smithdo01,1949,1949
4034,Don Smith,smithdo02,1975,1975
4035,Donta Smith,smithdo04,2005,2006
4036,Doug Smith,smithdo03,1992,1996
4037,Ed Smith,smithed01,1954,1954
4038,Elmore Smith,smithel01,1972,1979
4039,Garfield Smith,smithga01,1971,1973
4040,Greg Smith,smithgr01,1969,1976
4041,Greg Smith,smithgr02,2012,2016
4042,Ish Smith,smithis01,2011,2021
4043,J.R. Smith,smithjr01,2005,2020
4044,Jabari Smith,smithja01,2001,2005
4045,Jalen Smith,smithja04,2021,2021
4046,Jason Smith,smithja02,2008,2019
4047,Jerry Smith,smithje01,2012,2012
4048,Jim Smith,smithji01,1982,1983
4049,Joe Smith,smithjo02,1996,2011
4050,John Smith,smithjo01,1969,1970
4051,Josh Smith,smithjo03,2005,2018
4052,Keith Smith,smithke03,1987,1987
4053,Ken Smith,smithke02,1976,1976
4054,Kenny Smith,smithke01,1988,1997
4055,LaBradford Smith,smithla02,1992,1994
4056,Larry Smith,smithla01,1981,1993
4057,Leon Smith,smithle01,2002,2004
4058,Michael Smith,smithmi01,1990,1995
4059,Michael Smith,smithmi02,1995,2001
4060,Mike Smith,smithmi03,2001,2001
4061,Nolan Smith,smithno01,2012,2013
4062,Otis Smith,smithot01,1987,1992
4063,Pete Smith,smithpe01,1973,1973
4064,Phil Smith,smithph01,1975,1983
4065,Randy Smith,smithra01,1972,1983
4066,Reggie Smith,smithre01,1993,1994
4067,Robert Smith,smithro01,1978,1985
4068,Russ Smith,smithru01,2015,2016
4069,Sam Smith,smithsa01,1968,1971
4070,Sam Smith,smithsa02,1979,1980
4071,Steve Smith,smithst01,1992,2005
4072,Steven Smith,smithst03,2007,2007
4073,Stevin Smith,smithst02,1997,1997
4074,Theron Smith,smithth01,2004,2005
4075,Tony Smith,smithto02,1991,2001
4076,William Smith,smithwi01,1972,1973
4077,Willie Smith,smithwi02,1977,1980
4078,Zhaire Smith,smithzh01,2019,2020
4079,Rik Smits,smitsri01,1989,2000
4080,Mike Smrek,smrekmi01,1986,1992
4081,Joe Smyth,smythjo01,1954,1954
4082,Tony Snell,snellto01,2014,2021
4083,Eric Snow,snower01,1996,2008
4084,Dick Snyder,snydedi01,1967,1979
4085,Kirk Snyder,snydeki01,2005,2008
4086,Chips Sobek,sobekch01,1950,1950
4087,Ricky Sobers,soberri01,1976,1986
4088,Ron Sobie,sobiero01,1957,1960
4089,Mike Sojourner,sojoumi01,1975,1977
4090,Willie Sojourner,sojouwi01,1972,1975
4091,Will Solomon,solomwi01,2002,2009
4092,Willie Somerset,somerwi01,1966,1969
4093,Darius Songaila,songada01,2004,2011
4094,Dave Sorenson,sorenda01,1971,1973
4095,James Southerland,southja01,2014,2014
4096,Gino Sovran,sovragi01,1947,1947
4097,Pape Sow,sowpa01,2005,2007
4098,Ken Spain,spainke01,1971,1971
4099,Ray Spalding,spaldra01,2019,2021
4100,Jim Spanarkel,spanaji01,1980,1984
4101,Vassilis Spanoulis,spanova01,2007,2007
4102,Daniel Sparks,sparkda01,1969,1970
4103,Guy Sparrow,sparrgu01,1958,1960
4104,Rory Sparrow,sparrro01,1981,1992
4105,Odie Spears,spearod01,1949,1957
4106,Art Spector,spectar01,1947,1950
4107,Marreese Speights,speigma01,2009,2018
4108,Omari Spellman,spellom01,2019,2020
4109,Andre Spencer,spencan01,1993,1994
4110,Elmore Spencer,spencel01,1993,1997
4111,Felton Spencer,spencfe01,1991,2002
4112,Lou Spicer,spicelo01,1947,1947
4113,Craig Spitzer,spitzcr01,1968,1968
4114,Tiago Splitter,splitti01,2011,2017
4115,Art Spoelstra,spoelar01,1955,1958
4116,Bruce Spraggins,spragbr01,1968,1968
4117,Latrell Sprewell,sprewla01,1993,2005
4118,Larry Spriggs,sprigla01,1982,1986
4119,Jim Springer,sprinji01,1949,1949
4120,Jim Spruill,spruiji01,1949,1949
4121,Ryan Stack,stackry01,1999,2000
4122,Jerry Stackhouse,stackje01,1996,2013
4123,Kevin Stacom,stacoke01,1975,1982
4124,Erv Staggs,stagger01,1970,1970
4125,Bud Stallworth,stallbu01,1973,1977
4126,Dave Stallworth,stallda01,1966,1975
4127,Ed Stanczak,stanced01,1950,1951
4128,Cassius Stanley,stanlca01,2021,2021
4129,Terence Stansbury,stanste01,1985,1987
4130,John Starks,starkjo01,1989,2002
4131,Keith Starr,starrke01,1977,1977
4132,Nik Stauskas,stausni01,2015,2019
4133,Larry Staverman,stavela01,1959,1964
4134,Larry Steele,steella01,1972,1980
4135,Matt Steigenga,steigma01,1997,1997
4136,Vladimir Stepania,stepavl01,1999,2004
4137,D.J. Stephens,stephdj01,2014,2019
4138,Everette Stephens,stephev01,1989,1991
4139,Jack Stephens,stephja01,1956,1956
4140,Joe Stephens,stephjo01,1997,2000
4141,Lance Stephenson,stephla01,2011,2019
4142,Alex Stepheson,stephal01,2016,2016
4143,Brook Steppe,steppbr01,1983,1989
4144,Barry Stevens,steveba01,1993,1993
4145,Lamar Stevens,stevela01,2021,2021
4146,Wayne Stevens,stevewa01,1960,1960
4147,DeShawn Stevenson,stevede01,2001,2013
4148,Dennis Stewart,stewade01,1971,1971
4149,Isaiah Stewart,stewais01,2021,2021
4150,Kebu Stewart,stewake01,1998,1998
4151,Larry Stewart,stewala01,1992,1997
4152,Michael Stewart,stewami01,1998,2005
4153,Norm Stewart,stewano01,1957,1957
4154,Greg Stiemsma,stiemgr01,2012,2015
4155,Steve Stipanovich,stipast01,1984,1988
4156,Bryant Stith,stithbr01,1993,2002
4157,Sam Stith,stithsa01,1962,1962
4158,Tom Stith,stithto01,1963,1963
4159,Alex Stivrins,stivral01,1986,1993
4160,David Stockton,stockda01,2015,2018
4161,John Stockton,stockjo01,1985,2003
4162,Peja Stojaković,stojape01,1999,2011
4163,Ed Stokes,stokeed01,1998,1998
4164,Greg Stokes,stokegr01,1986,1990
4165,Jarnell Stokes,stokeja01,2015,2017
4166,Maurice Stokes,stokema01,1956,1958
4167,Art Stolkey,stolkar01,1947,1947
4168,Randy Stoll,stollra01,1968,1968
4169,Diamond Stone,stonedi01,2017,2017
4170,George Stone,stonege01,1969,1972
4171,Julyan Stone,stoneju01,2012,2018
4172,Awvee Storey,storeaw01,2005,2008
4173,Damon Stoudamire,stoudda01,1996,2008
4174,Salim Stoudamire,stoudsa01,2006,2008
4175,Amar'e Stoudemire,stoudam01,2003,2016
4176,Paul Stovall,stovapa01,1973,1974
4177,D.J. Strawberry,strawdj01,2008,2008
4178,Joe Strawder,strawjo01,1966,1968
4179,Bill Stricker,stricbi01,1971,1971
4180,Erick Strickland,stricer01,1997,2005
4181,Mark Strickland,stricma01,1995,2003
4182,Rod Strickland,stricro02,1989,2005
4183,Roger Strickland,stricro01,1964,1964
4184,John Stroeder,stroejo01,1988,1989
4185,Derek Strong,stronde01,1992,2001
4186,Lamont Strothers,strotla01,1992,1993
4187,John Stroud,stroujo01,1981,1981
4188,Red Stroud,stroure01,1968,1968
4189,Max Strus,strusma01,2020,2021
4190,Rodney Stuckey,stuckro01,2008,2017
4191,Gene Stump,stumpge01,1948,1950
4192,Stan Stutz,stutzst01,1947,1949
4193,Gary Suiter,suitega01,1971,1971
4194,Jared Sullinger,sullija01,2013,2017
4195,DaJuan Summers,summeda01,2010,2013
4196,Edmond Sumner,sumneed01,2018,2021
4197,Barry Sumpter,sumptba01,1989,1989
4198,Don Sunderlage,sundedo01,1954,1955
4199,Bruno Šundov,sundobr01,1999,2005
4200,Jon Sundvold,sundvjo01,1984,1992
4201,Bob Sura,surabo01,1996,2005
4202,Dick Surhoff,surhodi01,1953,1954
4203,George Sutor,sutorge01,1968,1970
4204,Dane Suttle,suttlda01,1984,1985
4205,Greg Sutton,suttogr01,1992,1996
4206,Keith Swagerty,swageke01,1969,1970
4207,Bennie Swain,swainbe01,1959,1959
4208,Caleb Swanigan,swanica01,2018,2020
4209,Norm Swanson,swansno01,1954,1954
4210,Dan Swartz,swartda01,1963,1963
4211,Mike Sweetney,sweetmi01,2004,2007
4212,Robert Swift,swiftro01,2005,2009
4213,Skeeter Swift,swiftsk01,1970,1974
4214,Stromile Swift,swiftst01,2001,2009
4215,Aaron Swinson,swinsaa01,1995,1995
4216,Pape Sy,sypa01,2011,2011
4217,Buck Sydnor,sydnobu01,1947,1947
4218,Larry Sykes,sykesla01,1996,1996
4219,Brett Szabo,szabobr01,1997,1997
4220,Wally Szczerbiak,szczewa02,2000,2009
4221,Walt Szczerbiak,szczewa01,1972,1972
4222,Žan Tabak,tabakza01,1995,2001
4223,Yuta Tabuse,tabusyu01,2005,2005
4224,Chris Taft,taftch01,2006,2006
4225,Sid Tanenbaum,tanensi01,1948,1949
4226,Dragan Tarlać,tarladr01,2001,2001
4227,Roy Tarpley,tarplro01,1987,1995
4228,Levern Tart,tartle01,1968,1971
4229,Jae'Sean Tate,tateja01,2021,2021
4230,Earl Tatum,tatumea01,1977,1980
4231,Jayson Tatum,tatumja01,2018,2021
4232,Edy Tavares,tavarwa01,2016,2017
4233,Anthony Taylor,tayloan01,1989,1989
4234,Brian Taylor,taylobr01,1973,1982
4235,Donell Taylor,taylodo01,2006,2007
4236,Fatty Taylor,taylofa01,1970,1977
4237,Fred Taylor,taylofr01,1971,1972
4238,Isaiah Taylor,taylois01,2017,2018
4239,Jay Taylor,tayloja01,1990,1990
4240,Jeff Taylor,tayloje01,1983,1987
4241,Jeffery Taylor,tayloje03,2013,2015
4242,Jermaine Taylor,tayloje02,2010,2011
4243,Johnny Taylor,taylojo01,1998,2000
4244,Leonard Taylor,taylole01,1990,1990
4245,Maurice Taylor,tayloma01,1998,2007
4246,Mike Taylor,taylomi01,2009,2009
4247,Oliver Taylor,taylool01,1971,1974
4248,Ronald Taylor,tayloro01,1970,1972
4249,Tyshawn Taylor,tayloty01,2013,2014
4250,Vince Taylor,taylovi01,1983,1983
4251,Terry Teagle,teaglte01,1983,1993
4252,Jeff Teague,teaguje01,2010,2021
4253,Marquis Teague,teaguma01,2013,2018
4254,Mirza Teletović,teletmi01,2013,2018
4255,Sebastian Telfair,telfase01,2005,2015
4256,Collis Temple,templco01,1975,1975
4257,Garrett Temple,templga01,2010,2021
4258,Miloš Teodosić,teodomi01,2018,2019
4259,Ira Terrell,terreir01,1977,1979
4260,Jared Terrell,terreja01,2019,2019
4261,Carlos Terry,terryca01,1981,1983
4262,Chuck Terry,terrych01,1973,1977
4263,Claude Terry,terrycl01,1973,1978
4264,Emanuel Terry,terryem01,2019,2019
4265,Jason Terry,terryja01,2000,2018
4266,Tyrell Terry,terryty01,2021,2021
4267,Hasheem Thabeet,thabeha01,2010,2014
4268,Tom Thacker,thackto01,1964,1971
4269,Floyd Theard,thearfl01,1970,1970
4270,Daniel Theis,theisda01,2018,2021
4271,Reggie Theus,theusre01,1979,1991
4272,Peter Thibeaux,thibepe01,1985,1986
4273,Bill Thieben,thiebbi01,1957,1958
4274,Justus Thigpen,thigpju01,1970,1974
4275,David Thirdkill,thirdda01,1983,1987
4276,Adonis Thomas,thomaad01,2014,2014
4277,Billy Thomas,thomabi01,2005,2008
4278,Brodric Thomas,thomabr01,2021,2021
4279,Carl Thomas,thomaca01,1992,1998
4280,Charles Thomas,thomach01,1992,1992
4281,Etan Thomas,thomaet01,2002,2011
4282,Irving Thomas,thomair01,1991,1991
4283,Isaiah Thomas,thomais02,2012,2021
4284,Isiah Thomas,thomais01,1982,1994
4285,Jamel Thomas,thomaja01,2000,2001
4286,James Thomas,thomaja02,2005,2006
4287,Jim Thomas,thomaji01,1984,1991
4288,Joe Thomas,thomajo01,1971,1971
4289,John Thomas,thomajo02,1998,2006
4290,Kenny Thomas,thomake01,2000,2010
4291,Khyri Thomas,thomakh01,2019,2021
4292,Kurt Thomas,thomaku01,1996,2013
4293,Lance Thomas,thomala01,2012,2020
4294,Malcolm Thomas,thomama01,2012,2015
4295,Matt Thomas,thomama02,2020,2021
4296,Ronald Thomas,thomaro01,1973,1976
4297,Terry Thomas,thomate01,1976,1976
